"genus_species","iucn_authority","iucn_category","mature_age","longevity","lat_range","long_range","diet","trophic_level","mass_g","depth_zone","length_m","depth_num"
"Osteomugil robustus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.3,NA
"Osteomugil speigleri",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.35,NA
"Ostichthys acanthorhinus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1119999981,400
"Ostichthys convexus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1643000031,122.5
"Ostichthys daniela",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.1046000004,125
"Ostichthys hypsufensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1510000038,275
"Ostichthys kinchi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1827000046,240.5
"Ostichthys sheni",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1190999985,NA
"Ostichthys spiniger",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05590000153,180.5
"Ostorhinchus angustatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.11,35.5
"Ostorhinchus aphanes",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04460000038,NA
"Ostorhinchus apogonoides",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,31.5
"Ostorhinchus aroubiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Ostorhinchus aterrimus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Ostorhinchus atrogaster",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05900000095,NA
"Ostorhinchus aureus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.145,20.5
"Ostorhinchus brevispinis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06199999809,52
"Ostorhinchus bryx",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05190000057,84.5
"Ostorhinchus capricornis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05760000229,8.5
"Ostorhinchus cavitensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.075,16.5
"Ostorhinchus chalcius",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1160000038,NA
"Ostorhinchus cheni",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.13,85
"Ostorhinchus chrysopomus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,13.5
"Ostorhinchus chrysotaenia",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,15
"Ostorhinchus cladophilos",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06,27.5
"Ostorhinchus compressus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,11
"Ostorhinchus cookii",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,5.5
"Ostorhinchus cyanosoma",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08,25.5
"Ostorhinchus cyanotaenia",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Ostorhinchus dispar",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05,38
"Ostorhinchus diversus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,8
"Ostorhinchus doederleini",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.14,5
"Ostorhinchus endekataenia",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.14,27.5
"Ostorhinchus fasciatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1260000038,65
"Ostorhinchus flagelliferus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.13,NA
"Ostorhinchus flavus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09590000153,17.5
"Ostorhinchus fleurieu",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.125,49
"Ostorhinchus franssedai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.075,26.5
"Ostorhinchus fukuii",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09340000153,47.5
"Ostorhinchus griffini",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.135,6
"Ostorhinchus gularis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06599999905,161.5
"Ostorhinchus hartzfeldii",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,14.5
"Ostorhinchus hoevenii",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06,25
"Ostorhinchus holotaenia",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08,25
"Ostorhinchus ishigakiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06,NA
"Ostorhinchus jenkinsi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08699999809,26.5
"Ostorhinchus kiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08,25
"Ostorhinchus komodoensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,11
"Ostorhinchus leptofasciatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05,15
"Ostorhinchus melanopterus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,NA
"Ostorhinchus microspilos",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,22.5
"Ostorhinchus moluccensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09,16.5
"Ostorhinchus monospilus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07800000191,21.5
"Ostorhinchus multilineatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,13.5
"Ostorhinchus mydrus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",NA,NA
"Ostorhinchus nanus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06,11.5
"Ostorhinchus neotes",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.02700000048,14
"Ostorhinchus nigripes",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07,NA
"Ostorhinchus nigrocincta",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.09100000381,30
"Ostorhinchus nigrofasciatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,26.5
"Ostorhinchus norfolcensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,NA
"Ostorhinchus notatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,10
"Ostorhinchus noumeae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,1
"Ostorhinchus novemfasciatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,2.5
"Ostorhinchus ocellicaudus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05,22.5
"Ostorhinchus oxina",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07099999905,16
"Ostorhinchus oxygrammus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03869999886,42.5
"Ostorhinchus pallidofasciatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,3.5
"Ostorhinchus parvulus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04,7
"Ostorhinchus pleuron",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1039999962,47
"Oxyporhamphus micropterus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-oceanic",0.185,0.5
"Oxyurichthys auchenolepis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA
"Oxyurichthys chinensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.04400000095,NA
"Oxyurichthys cornutus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Oxyurichthys guibei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.13,NA
"Oxyurichthys heisei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06369999886,131
"Ostorhinchus properuptus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06,15.5
"Ostorhinchus pselion",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04,26.5
"Ostorhinchus quinquestriatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03650000095,60.5
"Ostorhinchus regula",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.03839999914,41
"Ostorhinchus relativus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07380000114,NA
"Ostorhinchus rubrimacula",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.0446999979,16.5
"Ostorhinchus rueppellii",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,5
"Ostorhinchus schlegeli",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.12,40
"Ostorhinchus sealei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,14
"Ostorhinchus selas",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04,37.5
"Ostorhinchus semilineatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,51.5
"Ostorhinchus septemstriatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05300000191,43
"Ostorhinchus sinus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08489999771,1
"Ostorhinchus spilurus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07349999905,51
"Ostorhinchus taeniophorus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.115,7.5
"Ostorhinchus unitaeniatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.06,30.5
"Ostorhinchus urostigmus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.15,NA
"Ostorhinchus victoriae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.08,2.5
"Ostorhinchus wassinki",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.07,11
"Ostracion cubicum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.45,140.5
"Ostracion immaculatum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.25,NA
"Ostracion solorense",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,10.5
"Ostracion trachys",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.11,22.5
"Ostracion whitleyi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.155,15
"Othos dentex",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.75,NA
"Owstonia ainonaka",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2129999924,NA
"Owstonia crassa",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.19,465
"Owstonia dispar",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08199999809,382
"Owstonia dorypterus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.065,NA
"Owstonia elongata",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1169999981,275.5
"Owstonia fallax",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,210
"Owstonia geminata",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07900000095,201.5
"Owstonia grammodon",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1269999981,NA
"Owstonia hastata",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1330000019,244
"Owstonia hawaiiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,471
"Owstonia ignota",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1180000019,NA
"Owstonia japonica",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1739999962,NA
"Owstonia kamoharai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3959999847,275
"Owstonia lepiota",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05800000191,NA
"Owstonia maccullochi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2139999962,284
"Owstonia merensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05699999809,NA
"Owstonia mundyi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Owstonia nalani",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05400000095,430
"Owstonia nudibucca",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.3420000076,265.5
"Owstonia psilos",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.18,400
"Owstonia raredonae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09699999809,312.5
"Owstonia rhamma",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1019999981,380.5
"Owstonia sarmiento",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.06300000191,NA
"Owstonia scottensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.11,331
"Owstonia sibogae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.09800000191,249
"Owstonia similis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08899999619,397.5
"Owstonia simotera",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2979999924,499.5
"Owstonia taeniosoma",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.25,156
"Owstonia tosaensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.4,NA
"Owstonia totomiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.5,NA
"Owstonia weberi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.52,266.5
"Owstonia whiteheadi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.255,285
"Oxycercichthys veliferus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.12,31
"Oxycheilinus samurai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.09909999847,24
"Oxyconger leptognathus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.6,NA
"Oxyeleotris siamensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Oxymetopon compressus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.24,27.5
"Oxymetopon cyanoctenosum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.2,27.5
"Oxymetopon filamentosum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Oxymetopon formosum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",NA,NA
"Oxymetopon typus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.18,27.5
"Oxyurichthys lemayi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.16,NA
"Oxyurichthys mindanensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.07,NA
"Paraliparis galapagosensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis garmani",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1419999981,612.5
"Paraliparis gomoni",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.11,NA
"Paraliparis gracilis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.125,587.5
"Paraliparis grandis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.38,1050
"Paraliparis haploporus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Paraliparis hawaiiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1510000038,2625.5
"Paraliparis hobarti",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis holomelas",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.095,1742
"Paraliparis hubbsi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1400
"Paraliparis hureaui",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis impariporus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis incognita",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.09,580
"Paraliparis infeliciter",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis kocki",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.2770000076,NA
"Paraliparis labiatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Oxyurichthys rapa",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.05699999809,0.5
"Oxyurichthys uronema",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Oxyurichthys viridis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.08699999809,NA
"Oxyurichthys zeta",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,25
"Ozichthys albimaculosus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.1,43.5
"Pachycara alepidotum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.255,849
"Pachycara andersoni",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.235,NA
"Pachycara brachycephalum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.35,1005
"Pachycara caribbaeum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1989999962,2311
"Pachycara cousinsi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.41,NA
"Pachycara dolichaulus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.2439999962,692
"Pachycara garricki",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2,NA
"Pachycara goni",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2620000076,NA
"Pachycara gymninium",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4220000076,2527
"Pachycara karenae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3359999847,2940
"Pachycara lepinium",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.465,2317.5
"Pachycara matallanasi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1239999962,4400
"Pachycara mesoporum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.485,1295
"Pachycara microcephalum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Pachycara nazca",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Pachycara pammelas",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3359999847,1045
"Pachycara priedei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.23,NA
"Pachycara rimae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.4029999924,NA
"Pachycara saldanhai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2470000076,NA
"Pachycara shcherbachevi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2360000038,3390
"Pachycara suspectum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.23,1097.5
"Pachyurus squamipennis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.2910000038,NA
"Paedogobius kimurai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Paedovaricus imswe",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01399999976,53
"Pagetopsis macropterus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.33,330
"Pagetopsis maculata",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.25,500
"Palmoliparis beckeri",NA,"ne",NA,NA,NA,NA,NA,NA,1080,"bathydemersal",0.42,500
"Palutrus meteori",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.06199999809,NA
"Pampus echinogaster",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.6,NA
"Pampus minor",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1343999958,NA
"Pampus punctatissimus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.2579999924,NA
"Pandaka pusilla",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.01649999976,1
"Parabembras curta",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1510000038,100.5
"Parabembras multisquamata",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1869000053,371.5
"Paracanthostracion lindsayi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",NA,NA
"Paracentropogon rubripinnis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.105,NA
"Paracentropogon zonatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.05199999809,25
"Paracetonurus flagellicauda",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.3929999924,3375
"Parachaeturichthys ocellatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Paracheilinus alfiani",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04929999828,20
"Paracheilinus paineorum",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.7,40
"Paracheilinus rennyae",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.06039999962,17.5
"Parachelon grandisquamis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"pelagic-neritic",0.4,NA
"Paradiplospinus antarcticus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.52,1415
"Paradiplospinus gracilis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.52,497
"Paragobiodon melanosoma",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.035,NA
"Paragobiodon xanthosoma",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"reef-associated",0.04,NA
"Paragunnellichthys springeri",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,2.5
"Paraheminodus kamoharai",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1147999954,NA
"Paraheminodus laticephalus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.21,NA
"Paraheminodus longirostralis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"benthopelagic",0.1368000031,439.5
"Paraheminodus murrayi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.265,535
"Parahollardia schmidti",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA
"Parahucho perryi",NA,"ne",NA,NA,NA,NA,NA,NA,24000,"benthopelagic",2,50
"Paraliparis acutidens",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"demersal",0.1319999981,NA
"Paraliparis adustus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.15,NA
"Paraliparis albeolus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,616.5
"Paraliparis albescens",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,634
"Paraliparis alius",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1278.5
"Paraliparis amerismos",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.03599999905,1253.5
"Paraliparis andriashevi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,2094.5
"Paraliparis anthracinus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1330000019,1052
"Paraliparis aspersus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,823
"Paraliparis ater",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis attenuatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis auriculatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis australiensis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1125
"Paraliparis australis",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.05,433
"Paraliparis avellaneus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1319999981,1125
"Paraliparis badius",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.08199999809,NA
"Paraliparis balgueriasi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis brunneocaudatus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1269999981,NA
"Paraliparis brunneus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis bullacephalus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",0.06199999809,277.5
"Paraliparis calidus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1419999981,678.5
"Paraliparis camilarus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.2820000076,1544.5
"Paraliparis caninus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1416.5
"Paraliparis carlbondi",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathypelagic",NA,1880
"Paraliparis cephalus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.08199999809,1047
"Paraliparis cerasinus",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,1025
"Paraliparis challengeri",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA
"Paraliparis charcoti",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.09699999809,626.5
"Paraliparis copei copei",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.17,1088
"Paraliparis copei gibbericeps",NA,"ne",NA,NA,NA,NA,NA,NA,NA,"bathydemersal",0.1310000038,700
