"genus_species","iucn_authority","iucn_category","lat_range","long_range","trophic_level","mature_age","longevity","diet","mass_g","length_m","depth_num","depth_zone"
"Podothecus sachi",NA,"ne",6.9917,14,3.3,4.6,19,NA,NA,0.5,NA,NA
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.172,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Triglops murrayi",NA,"ne",77.4,147,3.5,3.5,10,"benthivorous",NA,0.2,NA,"demersal"
"Eumicrotremus spinosus",NA,"ne",40.82,195,3.5,1,4.3,"benthivorous",NA,0.132,NA,"demersal"
"Eumicrotremus spinosus",NA,"ne",40.82,195,3.5,1,4.3,"benthivorous",NA,0.132,NA,"demersal"
"Eumicrotremus spinosus",NA,"ne",40.82,195,3.5,1,4.3,"benthivorous",NA,0.132,NA,"demersal"
"Eumicrotremus spinosus",NA,"ne",40.82,195,3.5,1,4.3,"benthivorous",NA,0.132,NA,"demersal"
"Eumicrotremus spinosus",NA,"ne",40.82,195,3.5,1,4.3,"benthivorous",NA,0.132,NA,"demersal"
"Zebrias zebra",NA,"ne",72.25,108,3.5,1.6,5.4,NA,NA,0.19,NA,NA
"Opisthocentrus tenuis",NA,"ne",2.0575,8,NA,2.9,10,NA,NA,0.15,NA,NA
"Scorpaenopsis cirrosa",NA,"ne",53.5167,96,NA,5.1,18.8,NA,NA,0.231,NA,NA
"Cymbacephalus nematophthalmus",NA,"ne",45.117,41,NA,3,12.4,NA,655,0.58,NA,NA
"Parapercis millepunctata",NA,"ne",42.8755,182,3.5,1.3,4.2,NA,NA,0.18,NA,NA
"Porichthys bathoiketes",NA,"ne",11.7,30,NA,2.6,8.8,NA,NA,0.157,NA,NA
"Etrumeus teres",NA,"ne",83.95,266,3.6,2.1,3,"generalist",NA,0.2233333,10.5,"pelagic"
"Etrumeus teres",NA,"ne",83.95,266,3.6,2.1,3,"generalist",NA,0.2233333,10.5,"pelagic"
"Etrumeus teres",NA,"ne",83.95,266,3.6,2.1,3,"generalist",NA,0.2233333,10.5,"pelagic"
"Etrumeus teres",NA,"ne",83.95,266,3.6,2.1,3,"generalist",NA,0.2233333,10.5,"pelagic"
"Melapedalion breve",NA,"ne",6.074,2,NA,1,3.3,NA,NA,0.227,NA,NA
"Odontesthes argentinensis",NA,"ne",18.0833,17,NA,2.5,9.8,NA,NA,0.421,NA,NA
"Coregonus ussuriensis",NA,"ne",NA,NA,3.4,2.5,10.2,NA,2100,0.6,NA,NA
"Channichthys velifer",NA,"ne",1.1241,2,4.4,3.2,13,NA,NA,0.49,NA,NA
"Harpagifer georgianus",NA,"ne",1,1,3.3,0.1,0,NA,NA,0.07,NA,NA
"Trematomus vicarius",NA,"ne",1.23,3,3.5,3.3,12.9,NA,NA,0.35,NA,NA
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Liparis dennyi",NA,"ne",13.9833,56,3.5,2.1,5.3,"benthivorous",NA,0.305,NA,"demersal"
"Psilodraco breviceps",NA,"ne",15.1,35,3.2,0.1,0,NA,NA,0.2,NA,NA
"Pachycara thermophilum",NA,"ne",6.8017,2,NA,3.4,13.5,NA,NA,0.388,NA,NA
"Tragulichthys jaculiferus",NA,"ne",19.31667,41,3.5,0.1,0,NA,NA,0.3,NA,NA
"Leptoscopus macropygus",NA,"ne",10.3232,6,NA,0.1,0,NA,NA,0.17,NA,NA
"Inimicus japonicus",NA,"ne",15.83,20,4.2,0.1,0,NA,480,0.29,NA,NA
"Pempheris vanicolensis",NA,"ne",49.5933,114,3.5,1.7,6,"carnivorous",NA,0.12,26.5,NA
"Abalistes filamentosus",NA,"ne",NA,NA,NA,2.4,9.2,NA,1375,0.325,NA,NA
"Abalistes stellaris",NA,"ne",72.7,121,3.5,3.2,13.6,NA,NA,0.6,NA,NA
"Pomadasys kaakan",NA,"ne",60.5833,123,3.5,1.3,5,NA,NA,0.8,NA,NA
"Leiognathus daura",NA,"ne",44.5,107,3,0.5,1.1,NA,NA,0.14,NA,NA
"Apodichthys flavidus",NA,"ne",23.671,31,3.6,2.5,10.2,NA,NA,0.46,NA,NA
"Anguilla bicolor bicolor",NA,"ne",41.932,57,NA,4.4,20.7,NA,NA,1.2,NA,NA
"Ogcocephalus radiatus",NA,"ne",35.8917,34,NA,5.9,23.7,"generalist",NA,0.38,NA,"demersal"
"Lampetra tridentata",NA,"ne",NA,NA,4.5,10,47.7,NA,NA,0.76,NA,NA
"Arius venosus",NA,"ne",1.9333,17,4,2.4,8.9,NA,NA,0.3,NA,NA
"Dasyatis gigantea",NA,"ne",NA,NA,NA,0.1,0,NA,NA,1.78,NA,NA
"Stenogobius hawaiiensis",NA,"ne",1,1,NA,2,6.3,NA,NA,0.114,NA,NA
"Trachinops caudimaculatus",NA,"ne",87.3333,4,NA,1.8,6,NA,NA,0.15,NA,NA
"Valenciennea decora",NA,"ne",10.6167,12,NA,2,6.3,NA,NA,0.113,NA,NA
"Parapercis alboguttata",NA,"ne",60.935,105,NA,1.7,6.2,NA,NA,0.27,NA,NA
"Parapercis clathrata",NA,"ne",48,93,NA,1.5,5.4,NA,NA,0.24,NA,NA
"Amphiprion clarkii",NA,"ne",51.8835,144,2.9,2.1,7.2,NA,NA,0.15,NA,NA
"Netuma thalassina",NA,"ne",61,114,3.1,10,44.9,NA,1000,1.85,NA,NA
"Balistapus undulatus",NA,"ne",61.88,190,3.4,1.9,7.1,NA,NA,0.3,NA,NA
"Upeneus japonicus",NA,"ne",57.1667,113,3.6,1,3.3,NA,NA,0.157,NA,NA
"Echidna delicatula",NA,"ne",35.1606,108,NA,0.1,0,NA,NA,0.65,NA,NA
"Johnius glaucus",NA,"ne",2.0017,1,NA,1.4,5.2,NA,NA,0.3,NA,NA
"Austrolycus depressiceps",NA,"ne",14.762,13,NA,4.5,19.1,NA,NA,0.57,NA,NA
"Girella punctata",NA,"ne",13.5067,21,2.9,6.7,28.7,NA,NA,0.5,NA,NA
"Fundulus confluentus",NA,"ne",14.4713,12,NA,0.8,2.3,NA,NA,0.08,NA,NA
"Synaptura cadenati",NA,"ne",NA,NA,NA,2.5,9.5,NA,NA,0.35,NA,NA
"Esselenichthys laurae",NA,"ne",1,1,NA,2.1,6.6,NA,NA,0.097,NA,NA
"Lycodes lavalaei",NA,"ne",17.1549,23,3.9,3.6,14.4,"benthivorous",NA,0.59,NA,"demersal"
"Lycodes lavalaei",NA,"ne",17.1549,23,3.9,3.6,14.4,"benthivorous",NA,0.59,NA,"demersal"
"Tylosurus gavialoides",NA,"ne",29.2533,41,NA,2.5,10.6,NA,NA,0.75,NA,NA
"Plotosus lineatus",NA,"ne",70,156,3.6,1.8,6.4,"carnivorous",NA,0.18,30.5,NA
"Hypseleotris cyprinoides",NA,"ne",45.1103,115,NA,1.1,3.1,NA,NA,0.08,NA,NA
"Chirolophis japonicus",NA,"ne",3.6528,6,NA,6.7,28.6,NA,NA,0.55,NA,NA
"Tribolodon brandtii",NA,"ne",8.9733,4,2.8,3.1,12.5,NA,1500,0.5,NA,NA
"Ponticola gorlap",NA,"ne",NA,NA,3.8,2.1,7.1,NA,NA,0.2,NA,NA
"Stichaeus grigorjewi",NA,"ne",NA,NA,4.4,7.3,31.8,NA,NA,0.6,NA,NA
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Lycodes polaris",NA,"ne",36.117,136,3.3,3,9,"benthivorous",NA,0.26,NA,"demersal"
"Bothrocara molle",NA,"ne",114.5792,145,NA,3.5,11,"generalist",NA,0.56,NA,"bathydemersal"
"Bothrocara molle",NA,"ne",114.5792,145,NA,3.5,11,"generalist",NA,0.56,NA,"bathydemersal"
"Bothrocara molle",NA,"ne",114.5792,145,NA,3.5,11,"generalist",NA,0.56,NA,"bathydemersal"
"Bothrocara tanakae",NA,"ne",NA,NA,NA,6,26,NA,NA,0.645,NA,NA
"Myoxocephalus brandtii",NA,"ne",6.863,9,NA,6.3,25.9,NA,1200,0.42,NA,NA
"Hexagrammos octogrammus",NA,"ne",35.8,135,NA,3.3,12,"generalist",NA,0.42,NA,"demersal"
"Chaunax tosaensis",NA,"ne",5.0433,4,NA,0.1,0,NA,NA,0.28,NA,NA
"Cryptacanthodes maculatus",NA,"ne",16.7333,31,3.5,0.1,0,"benthivorous",NA,0.97,NA,"demersal"
"Cryptacanthodes maculatus",NA,"ne",16.7333,31,3.5,0.1,0,"benthivorous",NA,0.97,NA,"demersal"
"Cryptacanthodes maculatus",NA,"ne",16.7333,31,3.5,0.1,0,"benthivorous",NA,0.97,NA,"demersal"
"Neogobius platyrostris",NA,"ne",2.2,8,NA,2.8,10.1,NA,NA,0.225,NA,NA
"Artedius harringtoni",NA,"ne",24.9524,48,3.4,2.1,6.5,NA,NA,0.1,NA,NA
"Lutjanus bitaeniatus",NA,"ne",1,1,NA,1.6,5.9,NA,NA,0.3,NA,NA
"Lutjanus purpureus",NA,"ne",56.4167,58,3.6,4.9,22.1,NA,10000,1,NA,NA
"Carangoides bartholomaei",NA,"ne",68.0344,66,4.5,2.7,3,"piscivorous",NA,1,NA,"reef-associated"
"Carangoides bartholomaei",NA,"ne",68.0344,66,4.5,2.7,3,"piscivorous",NA,1,NA,"reef-associated"
"Carangoides bartholomaei",NA,"ne",68.0344,66,4.5,2.7,3,"piscivorous",NA,1,NA,"reef-associated"
"Carangoides bartholomaei",NA,"ne",68.0344,66,4.5,2.7,3,"piscivorous",NA,1,NA,"reef-associated"
"Uranoscopus archionema",NA,"ne",53.9983,70,NA,2.4,9.2,NA,NA,0.33,NA,NA
"Sebastes thompsoni",NA,"ne",3.42,5,NA,4.9,18.9,NA,NA,0.3,NA,NA
"Ventrifossa vinolenta",NA,"ne",3.175,3,NA,2.1,7.6,NA,NA,0.23,NA,NA
"Triodon macropterus",NA,"ne",54.2,114,3.1,0.1,0,NA,NA,0.54,NA,NA
"Balistoides viridescens",NA,"ne",58.7667,168,3.3,3.8,16.9,NA,NA,0.75,NA,NA
"Pseudobalistes fuscus",NA,"ne",64.5278,154,3.5,3,12.4,NA,NA,0.55,NA,NA
"Sebastes aurora",NA,"ne",25.135,58,NA,5,75,"generalist",NA,0.39,NA,"bathydemersal"
"Sebastes aurora",NA,"ne",25.135,58,NA,5,75,"generalist",NA,0.39,NA,"bathydemersal"
"Sebastes aurora",NA,"ne",25.135,58,NA,5,75,"generalist",NA,0.39,NA,"bathydemersal"
"Myxus elongatus",NA,"ne",27.9,116,3.1,2.8,10.9,NA,NA,0.4,NA,NA
"Paramugil georgii",NA,"ne",27.89,22,NA,2.3,8.6,NA,NA,0.3,NA,NA
"Hemiramphus archipelagicus",NA,"ne",7.802,31,NA,1.1,4,NA,NA,0.34,NA,NA
"Hemiramphus lutkei",NA,"ne",38.16,106,NA,1.5,5.6,NA,NA,0.4,NA,NA
"Acanthoclinus littoreus",NA,"ne",23.02,24,3.4,2,6.9,NA,NA,0.126,NA,NA
"Kathetostoma giganteum",NA,"ne",54.19630111,19,NA,3.4,14.3,NA,NA,0.9,NA,NA
"Macroramphosus gracilis",NA,"ne",69.4097,290,NA,0.8,2,"benthivorous",NA,0.135,NA,"benthopelagic"
"Lepidozygus tapeinosoma",NA,"ne",50.5517,155,3.4,1.3,4.1,NA,NA,0.1,NA,NA
"Artedidraco shackletoni",NA,"ne",13,127,3.2,0.1,0,NA,NA,0.146,NA,NA
"Paraliparis trilobodon",NA,"ne",1,1,NA,0.9,2.6,NA,NA,0.104,NA,NA
"Acantholumpenus mackayi",NA,"ne",18.9503,49,3.1,3.3,12,"benthivorous",NA,0.7,NA,"demersal"
"Acantholumpenus mackayi",NA,"ne",18.9503,49,3.1,3.3,12,"benthivorous",NA,0.7,NA,"demersal"
"Blepsias cirrhosus",NA,"ne",23.8167,139,3.3,2.4,8.5,NA,NA,0.2,NA,NA
"Sebastes goodei",NA,"ne",26.1933,55,3.5,3,35,"generalist",1540,0.59,NA,"demersal"
"Sebastes goodei",NA,"ne",26.1933,55,3.5,3,35,"generalist",1540,0.59,NA,"demersal"
"Sebastes goodei",NA,"ne",26.1933,55,3.5,3,35,"generalist",1540,0.59,NA,"demersal"
"Sebastes goodei",NA,"ne",26.1933,55,3.5,3,35,"generalist",1540,0.59,NA,"demersal"
"Helicolenus hilgendorfii",NA,"ne",NA,NA,3.2,4.7,17.7,NA,NA,0.27,NA,NA
"Coryphaenoides carminifer",NA,"ne",30.68717,80,NA,3,11.8,NA,NA,0.36,NA,NA
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides cinereus",NA,"ne",23.5045,66,3.7,4,10,"benthivorous",550,0.66,NA,"bathydemersal"
"Coryphaenoides filifer",NA,"ne",42.6166,57,4.5,10,50,"piscivorous",NA,0.55,NA,"bathydemersal"
"Coryphaenoides filifer",NA,"ne",42.6166,57,4.5,10,50,"piscivorous",NA,0.55,NA,"bathydemersal"
"Coryphaenoides filifer",NA,"ne",42.6166,57,4.5,10,50,"piscivorous",NA,0.55,NA,"bathydemersal"
"Coryphaenoides filifer",NA,"ne",42.6166,57,4.5,10,50,"piscivorous",NA,0.55,NA,"bathydemersal"
"Coryphaenoides marginatus",NA,"ne",11.15,18,NA,4.4,19.1,NA,NA,0.62,NA,NA
"Gadomus colletti",NA,"ne",NA,NA,NA,3.1,12.4,NA,NA,0.382,NA,NA
"Ebinania vermiculata",NA,"ne",NA,NA,NA,4.9,18.9,NA,NA,0.3,NA,NA
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.403,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.403,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.403,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.403,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Lumpenus lampretaeformis",NA,"ne",41.55,113,3.6,3,9,"benthivorous",NA,0.345,NA,"demersal"
"Zoarces elongatus",NA,"ne",17.7822,29,3.2,2.8,10.5,NA,NA,0.3,NA,NA
"Kyphosus cornelii",NA,"ne",NA,NA,2,5,22,NA,NA,0.7,NA,NA
"Aplodactylus arctidens",NA,"ne",11.095,163,2,0.1,0,NA,NA,0.65,NA,NA
"Sicyases sanguineus",NA,"ne",22.6667,20,2.7,3.1,9.5,NA,NA,0.084,NA,NA
"Diplodus cervinus hottentotus",NA,"ne",8.9485,15,NA,4.6,19.5,NA,NA,0.6,NA,NA
"Polyacanthonotus rissoanus",NA,"ne",99.9469,205,3.5,0.1,0,"generalist",NA,0.603,NA,"bathydemersal"
"Polyacanthonotus rissoanus",NA,"ne",99.9469,205,3.5,0.1,0,"generalist",NA,0.603,NA,"bathydemersal"
"Polyacanthonotus rissoanus",NA,"ne",99.9469,205,3.5,0.1,0,"generalist",NA,0.603,NA,"bathydemersal"
"Bathydraco marri",NA,"ne",24.01,331,NA,0.1,0,NA,NA,0.23,NA,NA
"Lycenchelys paxillus",NA,"ne",27.6934,28,3.5,4,7,"benthivorous",NA,0.36,NA,"bathydemersal"
"Lycenchelys verrillii",NA,"ne",18.586,27,NA,4,7,"benthivorous",NA,0.25,NA,"bathydemersal"
"Lycenchelys verrillii",NA,"ne",18.586,27,NA,4,7,"benthivorous",NA,0.25,NA,"bathydemersal"
"Lycenchelys verrillii",NA,"ne",18.586,27,NA,4,7,"benthivorous",NA,0.25,NA,"bathydemersal"
"Pachycara arabica",NA,"ne",NA,NA,NA,3.4,12.9,NA,NA,0.304,NA,NA
"Bothrocara hollandi",NA,"ne",12.7027,17,3.2,3.5,13.5,NA,NA,0.318,NA,NA
"Lycodes toyamensis",NA,"ne",8.0722,12,NA,3.5,13.5,NA,NA,0.325,NA,NA
"Paraliparis antarcticus",NA,"ne",9.6,37,NA,1.2,4,NA,NA,0.163,NA,NA
"Kyphosus sydneyanus",NA,"ne",11.0367,45,2,5.3,23.9,NA,1130,0.8,NA,NA
"Trimma yanoi",NA,"ne",NA,NA,NA,0.6,1.3,NA,NA,0.022,NA,NA
"Platygobiopsis tansei",NA,"ne",NA,NA,NA,1.1,2.7,NA,NA,0.047,NA,NA
"Vespicula trachinoides",NA,"ne",10.81667,11,NA,2.1,6,NA,NA,0.058,NA,NA
"Strongylura incisa",NA,"ne",38.382,107,4.2,2.1,9.3,NA,NA,1,NA,NA
"Parma polylepis",NA,"ne",10.9,17,2.7,2.3,8.3,NA,NA,0.21,NA,NA
"Pomacentrus chrysurus",NA,"ne",56.9452,123,2.6,1.3,3.7,NA,NA,0.09,NA,NA
"Pomacentrus philippinus",NA,"ne",49.7235,200,2.7,1.5,4.5,NA,NA,0.1,NA,NA
"Pomacentrus tripunctatus",NA,"ne",55.28,118,2,1.3,3.7,NA,NA,0.075,NA,NA
"Stegastes apicalis",NA,"ne",57.87,34,NA,1.8,6,NA,NA,0.15,NA,NA
"Chromis chrysura",NA,"ne",45.27,124,3,1.2,3.5,NA,NA,0.14,NA,NA
"Chromis xanthura",NA,"ne",46.9335,154,3.4,1.8,6,NA,NA,0.15,NA,NA
"Stegastes variabilis",NA,"ne",60.3667,64,2.5,3.5,13,"benthivorous",NA,0.125,NA,"reef-associated"
"Stegastes albifasciatus",NA,"ne",44.3653,173,2,1.6,5.3,NA,NA,0.13,NA,NA
"Trachinops noarlungae",NA,"ne",70.15,24,4,1.8,6,NA,NA,0.15,NA,NA
"Cottoperca gobio",NA,"ne",17.8834,34,4.3,0.1,0,NA,NA,0.8,NA,NA
"Neocyttus rhomboidalis",NA,"ne",41.2481,260,3.6,22,94.5,NA,2000,0.4,NA,NA
"Artedius fenestralis",NA,"ne",24.1592,42,4,2.6,8.7,NA,NA,0.14,NA,NA
"Clinocottus analis",NA,"ne",7.5894,7,3,1.8,5.6,NA,NA,0.18,NA,NA
"Mecaenichthys immaculatus",NA,"ne",8.63,4,2,1.8,5.8,NA,NA,0.12,NA,NA
"Ventrifossa garmani",NA,"ne",13.62,19,3.5,2.7,10.1,NA,NA,0.31,NA,NA
"Nemadactylus valenciennesi",NA,"ne",14.115,41,NA,6.3,28.7,NA,NA,0.9,NA,NA
"Pogonophryne stewarti",NA,"ne",NA,NA,NA,0.1,0,NA,NA,0.248,NA,NA
"Laemonema longipes",NA,"ne",27.5033,45,3.6,4.4,19.1,NA,1500,0.72,NA,NA
"Arius manillensis",NA,"ne",1.46,2,NA,2.8,10.5,NA,NA,0.296,NA,NA
"Liza haematocheilus",NA,"ne",NA,NA,2.5,4.3,17.8,NA,NA,0.53,NA,NA
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Leuroglossus schmidti",NA,"ne",51.9,59,3.1,3.5,5,"planktivorous",NA,0.2,NA,"bathypelagic"
"Melanostigma pammelas",NA,"ne",34.4572,26,NA,3.5,11,"generalist",NA,0.11,NA,"bathypelagic"
"Melanostigma pammelas",NA,"ne",34.4572,26,NA,3.5,11,"generalist",NA,0.11,NA,"bathypelagic"
"Callionymus limiceps",NA,"ne",21.645,38,NA,2,7.3,NA,NA,0.25,NA,NA
"Melanostigma gelatinosum",NA,"ne",110.1706,322,NA,2.7,10.1,NA,NA,0.29,NA,NA
"Chromis atripectoralis",NA,"ne",53.48,179,3.1,1.5,4.8,NA,NA,0.12,NA,NA
"Chromis nitida",NA,"ne",22.3757,30,2.7,1.2,3.5,NA,NA,0.07,NA,NA
"Chromis viridis",NA,"ne",60.1,316,2.5,1.2,3.3,NA,NA,0.08,NA,NA
"Chrysiptera rollandi",NA,"ne",38.6481,82,2.7,1.1,3.1,NA,NA,0.075,NA,NA
"Pomacentrus nagasakiensis",NA,"ne",48.6206,70,2.3,1.3,4.1,NA,NA,0.1,NA,NA
"Pomacentrus nigromarginatus",NA,"ne",41.73,61,2.6,1.2,3.3,NA,NA,0.08,NA,NA
"Pomacentrus pavo",NA,"ne",54.16,177,3,1.4,4.2,NA,NA,0.085,NA,NA
"Chromis notata",NA,"ne",61.4833,87,3.4,2,6.7,NA,NA,0.17,NA,NA
"Dascyllus trimaculatus",NA,"ne",64.12,206,2.8,1.7,5.4,NA,NA,0.11,NA,NA
"Dischistodus perspicillatus",NA,"ne",43.923,77,2,2.1,7,NA,NA,0.18,NA,NA
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Ronquilus jordani",NA,"ne",21.958,145,3.1,0.1,8.3,"generalist",NA,0.2,NA,"demersal"
"Cryptacanthodes aleutensis",NA,"ne",23.8306,53,3,0.1,0,"planktivorous",NA,0.3,NA,"demersal"
"Cryptacanthodes aleutensis",NA,"ne",23.8306,53,3,0.1,0,"planktivorous",NA,0.3,NA,"demersal"
"Cryptacanthodes aleutensis",NA,"ne",23.8306,53,3,0.1,0,"planktivorous",NA,0.3,NA,"demersal"
"Cryptacanthodes aleutensis",NA,"ne",23.8306,53,3,0.1,0,"planktivorous",NA,0.3,NA,"demersal"
"Cryptacanthodes aleutensis",NA,"ne",23.8306,53,3,0.1,0,"planktivorous",NA,0.3,NA,"demersal"
"Rhinogobiops nicholsii",NA,"ne",20.467,13,3.4,1.5,5,NA,NA,0.15,NA,NA
"Anoplarchus purpurescens",NA,"ne",26.1846,58,2.8,2.1,7.1,NA,NA,0.2,NA,NA
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Lumpenus sagitta",NA,"ne",35.5925,51,3.1,3,8,"planktivorous",NA,0.51,NA,"benthopelagic"
"Satyrichthys amiscus",NA,"ne",11.97,2,NA,3.3,12.3,NA,NA,0.28,NA,NA
"Pomacentrus vaiuli",NA,"ne",49.342,125,3.1,1.5,4.5,NA,NA,0.1,NA,NA
"Dischistodus melanotus",NA,"ne",45.51,47,2,1.9,6.4,NA,NA,0.16,NA,NA
"Plectroglyphidodon dickii",NA,"ne",56.07,184,3.4,1.5,4.5,NA,NA,0.11,NA,NA
"Pomacentrus amboinensis",NA,"ne",47.4281,84,2.4,1.3,3.7,NA,NA,0.09,NA,NA
"Stegastes fasciolatus",NA,"ne",60.9567,184,2.2,1.8,6,NA,NA,0.15,NA,NA
"Selenoscopus turbisquamatus",NA,"ne",NA,NA,NA,2.6,9.8,NA,NA,0.291,NA,NA
"Patagonotothen brevicauda brevicauda",NA,"ne",NA,NA,NA,2.4,8.6,NA,NA,0.23,NA,NA
"Nezumia coheni",NA,"ne",19.1333,21,NA,3.2,12.9,NA,NA,0.4,NA,NA
"Pomadasys corvinaeformis",NA,"ne",53.3639,53,3.4,1.9,6.9,NA,NA,0.25,NA,NA
"Notograptus guttatus",NA,"ne",13.5,29,3.6,1.7,5.2,NA,NA,0.106,NA,NA
